Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FBS","Food Balances (2010-)","586","Pakistan","674","Protein supply quantity (g/capita/day)","S2541","Sugar non-centrifugal","2015","2015","g/cap/d","0.03","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","671","Protein supply quantity (t)","S2541","Sugar non-centrifugal","2015","2015","t","2052","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","684","Fat supply quantity (g/capita/day)","S2541","Sugar non-centrifugal","2015","2015","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","681","Fat supply quantity (t)","S2541","Sugar non-centrifugal","2015","2015","t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5511","Production","S2541","Sugar non-centrifugal","2016","2016","1000 t","395","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5072","Stock Variation","S2541","Sugar non-centrifugal","2016","2016","1000 t","-15","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5301","Domestic supply quantity","S2541","Sugar non-centrifugal","2016","2016","1000 t","410","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5131","Processing","S2541","Sugar non-centrifugal","2016","2016","1000 t","15","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5170","Residuals","S2541","Sugar non-centrifugal","2016","2016","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5142","Food","S2541","Sugar non-centrifugal","2016","2016","1000 t","395","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","645","Food supply quantity (kg/capita/yr)","S2541","Sugar non-centrifugal","2016","2016","kg/cap","1.79","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","664","Food supply (kcal/capita/day)","S2541","Sugar non-centrifugal","2016","2016","kcal/cap/d","18.78","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","661","Food supply (kcal)","S2541","Sugar non-centrifugal","2016","2016","million Kcal","1508900","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","674","Protein supply quantity (g/capita/day)","S2541","Sugar non-centrifugal","2016","2016","g/cap/d","0.03","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","671","Protein supply quantity (t)","S2541","Sugar non-centrifugal","2016","2016","t","2370","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","684","Fat supply quantity (g/capita/day)","S2541","Sugar non-centrifugal","2016","2016","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","681","Fat supply quantity (t)","S2541","Sugar non-centrifugal","2016","2016","t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5511","Production","S2541","Sugar non-centrifugal","2017","2017","1000 t","219","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5072","Stock Variation","S2541","Sugar non-centrifugal","2017","2017","1000 t","-8","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5301","Domestic supply quantity","S2541","Sugar non-centrifugal","2017","2017","1000 t","227","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5131","Processing","S2541","Sugar non-centrifugal","2017","2017","1000 t","8","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5170","Residuals","S2541","Sugar non-centrifugal","2017","2017","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5142","Food","S2541","Sugar non-centrifugal","2017","2017","1000 t","219","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","645","Food supply quantity (kg/capita/yr)","S2541","Sugar non-centrifugal","2017","2017","kg/cap","0.98","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","664","Food supply (kcal/capita/day)","S2541","Sugar non-centrifugal","2017","2017","kcal/cap/d","10.26","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","661","Food supply (kcal)","S2541","Sugar non-centrifugal","2017","2017","million Kcal","835838.92","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","674","Protein supply quantity (g/capita/day)","S2541","Sugar non-centrifugal","2017","2017","g/cap/d","0.02","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","671","Protein supply quantity (t)","S2541","Sugar non-centrifugal","2017","2017","t","1312.84","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","684","Fat supply quantity (g/capita/day)","S2541","Sugar non-centrifugal","2017","2017","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","681","Fat supply quantity (t)","S2541","Sugar non-centrifugal","2017","2017","t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5511","Production","S2541","Sugar non-centrifugal","2018","2018","1000 t","200","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5072","Stock Variation","S2541","Sugar non-centrifugal","2018","2018","1000 t","-3","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5301","Domestic supply quantity","S2541","Sugar non-centrifugal","2018","2018","1000 t","203","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5131","Processing","S2541","Sugar non-centrifugal","2018","2018","1000 t","8","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5170","Residuals","S2541","Sugar non-centrifugal","2018","2018","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5142","Food","S2541","Sugar non-centrifugal","2018","2018","1000 t","195","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","645","Food supply quantity (kg/capita/yr)","S2541","Sugar non-centrifugal","2018","2018","kg/cap","0.86","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","664","Food supply (kcal/capita/day)","S2541","Sugar non-centrifugal","2018","2018","kcal/cap/d","9","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","661","Food supply (kcal)","S2541","Sugar non-centrifugal","2018","2018","million Kcal","745319.17","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","674","Protein supply quantity (g/capita/day)","S2541","Sugar non-centrifugal","2018","2018","g/cap/d","0.01","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","671","Protein supply quantity (t)","S2541","Sugar non-centrifugal","2018","2018","t","1170.66","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","684","Fat supply quantity (g/capita/day)","S2541","Sugar non-centrifugal","2018","2018","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","681","Fat supply quantity (t)","S2541","Sugar non-centrifugal","2018","2018","t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5511","Production","S2541","Sugar non-centrifugal","2019","2019","1000 t","250","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5072","Stock Variation","S2541","Sugar non-centrifugal","2019","2019","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5301","Domestic supply quantity","S2541","Sugar non-centrifugal","2019","2019","1000 t","250","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5131","Processing","S2541","Sugar non-centrifugal","2019","2019","1000 t","9","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5170","Residuals","S2541","Sugar non-centrifugal","2019","2019","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5142","Food","S2541","Sugar non-centrifugal","2019","2019","1000 t","241","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","645","Food supply quantity (kg/capita/yr)","S2541","Sugar non-centrifugal","2019","2019","kg/cap","1.04","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","664","Food supply (kcal/capita/day)","S2541","Sugar non-centrifugal","2019","2019","kcal/cap/d","10.91","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","661","Food supply (kcal)","S2541","Sugar non-centrifugal","2019","2019","million Kcal","919101.59","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","674","Protein supply quantity (g/capita/day)","S2541","Sugar non-centrifugal","2019","2019","g/cap/d","0.02","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","671","Protein supply quantity (t)","S2541","Sugar non-centrifugal","2019","2019","t","1443.62","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","684","Fat supply quantity (g/capita/day)","S2541","Sugar non-centrifugal","2019","2019","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","681","Fat supply quantity (t)","S2541","Sugar non-centrifugal","2019","2019","t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5511","Production","S2541","Sugar non-centrifugal","2020","2020","1000 t","300","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5072","Stock Variation","S2541","Sugar non-centrifugal","2020","2020","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5301","Domestic supply quantity","S2541","Sugar non-centrifugal","2020","2020","1000 t","300","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5131","Processing","S2541","Sugar non-centrifugal","2020","2020","1000 t","11","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5170","Residuals","S2541","Sugar non-centrifugal","2020","2020","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5142","Food","S2541","Sugar non-centrifugal","2020","2020","1000 t","289","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","645","Food supply quantity (kg/capita/yr)","S2541","Sugar non-centrifugal","2020","2020","kg/cap","1.23","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","664","Food supply (kcal/capita/day)","S2541","Sugar non-centrifugal","2020","2020","kcal/cap/d","12.86","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","661","Food supply (kcal)","S2541","Sugar non-centrifugal","2020","2020","million Kcal","1102657.9","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","674","Protein supply quantity (g/capita/day)","S2541","Sugar non-centrifugal","2020","2020","g/cap/d","0.02","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","671","Protein supply quantity (t)","S2541","Sugar non-centrifugal","2020","2020","t","1731.92","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","684","Fat supply quantity (g/capita/day)","S2541","Sugar non-centrifugal","2020","2020","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","681","Fat supply quantity (t)","S2541","Sugar non-centrifugal","2020","2020","t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5511","Production","S2541","Sugar non-centrifugal","2021","2021","1000 t","500","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5072","Stock Variation","S2541","Sugar non-centrifugal","2021","2021","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5301","Domestic supply quantity","S2541","Sugar non-centrifugal","2021","2021","1000 t","500","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5131","Processing","S2541","Sugar non-centrifugal","2021","2021","1000 t","19","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5170","Residuals","S2541","Sugar non-centrifugal","2021","2021","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5142","Food","S2541","Sugar non-centrifugal","2021","2021","1000 t","481","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","645","Food supply quantity (kg/capita/yr)","S2541","Sugar non-centrifugal","2021","2021","kg/cap","2.01","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","664","Food supply (kcal/capita/day)","S2541","Sugar non-centrifugal","2021","2021","kcal/cap/d","21.03","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","661","Food supply (kcal)","S2541","Sugar non-centrifugal","2021","2021","million Kcal","1837976.8","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","674","Protein supply quantity (g/capita/day)","S2541","Sugar non-centrifugal","2021","2021","g/cap/d","0.03","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","671","Protein supply quantity (t)","S2541","Sugar non-centrifugal","2021","2021","t","2886.87","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","684","Fat supply quantity (g/capita/day)","S2541","Sugar non-centrifugal","2021","2021","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","681","Fat supply quantity (t)","S2541","Sugar non-centrifugal","2021","2021","t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5511","Production","S2541","Sugar non-centrifugal","2022","2022","1000 t","198","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5072","Stock Variation","S2541","Sugar non-centrifugal","2022","2022","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5301","Domestic supply quantity","S2541","Sugar non-centrifugal","2022","2022","1000 t","198","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5131","Processing","S2541","Sugar non-centrifugal","2022","2022","1000 t","7","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5170","Residuals","S2541","Sugar non-centrifugal","2022","2022","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5142","Food","S2541","Sugar non-centrifugal","2022","2022","1000 t","191","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","645","Food supply quantity (kg/capita/yr)","S2541","Sugar non-centrifugal","2022","2022","kg/cap","0.78","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","664","Food supply (kcal/capita/day)","S2541","Sugar non-centrifugal","2022","2022","kcal/cap/d","8.2","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","661","Food supply (kcal)","S2541","Sugar non-centrifugal","2022","2022","million Kcal","729502.03","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","674","Protein supply quantity (g/capita/day)","S2541","Sugar non-centrifugal","2022","2022","g/cap/d","0.01","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","671","Protein supply quantity (t)","S2541","Sugar non-centrifugal","2022","2022","t","1145.81","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","684","Fat supply quantity (g/capita/day)","S2541","Sugar non-centrifugal","2022","2022","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","681","Fat supply quantity (t)","S2541","Sugar non-centrifugal","2022","2022","t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5511","Production","S2541","Sugar non-centrifugal","2023","2023","1000 t","485","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5072","Stock Variation","S2541","Sugar non-centrifugal","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5301","Domestic supply quantity","S2541","Sugar non-centrifugal","2023","2023","1000 t","485","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5131","Processing","S2541","Sugar non-centrifugal","2023","2023","1000 t","18","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5170","Residuals","S2541","Sugar non-centrifugal","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5142","Food","S2541","Sugar non-centrifugal","2023","2023","1000 t","467","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","645","Food supply quantity (kg/capita/yr)","S2541","Sugar non-centrifugal","2023","2023","kg/cap","1.89","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","664","Food supply (kcal/capita/day)","S2541","Sugar non-centrifugal","2023","2023","kcal/cap/d","19.73","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","661","Food supply (kcal)","S2541","Sugar non-centrifugal","2023","2023","million Kcal","1782633.79","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","674","Protein supply quantity (g/capita/day)","S2541","Sugar non-centrifugal","2023","2023","g/cap/d","0.03","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","671","Protein supply quantity (t)","S2541","Sugar non-centrifugal","2023","2023","t","2799.95","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","684","Fat supply quantity (g/capita/day)","S2541","Sugar non-centrifugal","2023","2023","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","681","Fat supply quantity (t)","S2541","Sugar non-centrifugal","2023","2023","t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5511","Production","S2542","Sugar (Raw Equivalent)","2010","2010","1000 t","4644","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5611","Import quantity","S2542","Sugar (Raw Equivalent)","2010","2010","1000 t","559","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5072","Stock Variation","S2542","Sugar (Raw Equivalent)","2010","2010","1000 t","775","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5911","Export quantity","S2542","Sugar (Raw Equivalent)","2010","2010","1000 t","23","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5301","Domestic supply quantity","S2542","Sugar (Raw Equivalent)","2010","2010","1000 t","4404","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5131","Processing","S2542","Sugar (Raw Equivalent)","2010","2010","1000 t","17","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5170","Residuals","S2542","Sugar (Raw Equivalent)","2010","2010","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5142","Food","S2542","Sugar (Raw Equivalent)","2010","2010","1000 t","4387","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","645","Food supply quantity (kg/capita/yr)","S2542","Sugar (Raw Equivalent)","2010","2010","kg/cap","22.02","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","664","Food supply (kcal/capita/day)","S2542","Sugar (Raw Equivalent)","2010","2010","kcal/cap/d","221.55","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","661","Food supply (kcal)","S2542","Sugar (Raw Equivalent)","2010","2010","million Kcal","16111594.33","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","674","Protein supply quantity (g/capita/day)","S2542","Sugar (Raw Equivalent)","2010","2010","g/cap/d","0.02","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","671","Protein supply quantity (t)","S2542","Sugar (Raw Equivalent)","2010","2010","t","1393.43","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","684","Fat supply quantity (g/capita/day)","S2542","Sugar (Raw Equivalent)","2010","2010","g/cap/d","0.07","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","681","Fat supply quantity (t)","S2542","Sugar (Raw Equivalent)","2010","2010","t","5080.57","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5511","Production","S2542","Sugar (Raw Equivalent)","2011","2011","1000 t","4675","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5611","Import quantity","S2542","Sugar (Raw Equivalent)","2011","2011","1000 t","125","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5072","Stock Variation","S2542","Sugar (Raw Equivalent)","2011","2011","1000 t","285","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5911","Export quantity","S2542","Sugar (Raw Equivalent)","2011","2011","1000 t","26","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5301","Domestic supply quantity","S2542","Sugar (Raw Equivalent)","2011","2011","1000 t","4490","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5131","Processing","S2542","Sugar (Raw Equivalent)","2011","2011","1000 t","18","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5170","Residuals","S2542","Sugar (Raw Equivalent)","2011","2011","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5142","Food","S2542","Sugar (Raw Equivalent)","2011","2011","1000 t","4472","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","645","Food supply quantity (kg/capita/yr)","S2542","Sugar (Raw Equivalent)","2011","2011","kg/cap","21.95","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","664","Food supply (kcal/capita/day)","S2542","Sugar (Raw Equivalent)","2011","2011","kcal/cap/d","220.85","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","661","Food supply (kcal)","S2542","Sugar (Raw Equivalent)","2011","2011","million Kcal","16423912.75","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","674","Protein supply quantity (g/capita/day)","S2542","Sugar (Raw Equivalent)","2011","2011","g/cap/d","0.02","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","671","Protein supply quantity (t)","S2542","Sugar (Raw Equivalent)","2011","2011","t","1392.43","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","684","Fat supply quantity (g/capita/day)","S2542","Sugar (Raw Equivalent)","2011","2011","g/cap/d","0.07","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","681","Fat supply quantity (t)","S2542","Sugar (Raw Equivalent)","2011","2011","t","5050.7","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5511","Production","S2542","Sugar (Raw Equivalent)","2012","2012","1000 t","5069","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5611","Import quantity","S2542","Sugar (Raw Equivalent)","2012","2012","1000 t","13","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5072","Stock Variation","S2542","Sugar (Raw Equivalent)","2012","2012","1000 t","-543","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5911","Export quantity","S2542","Sugar (Raw Equivalent)","2012","2012","1000 t","355","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5301","Domestic supply quantity","S2542","Sugar (Raw Equivalent)","2012","2012","1000 t","5270","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5131","Processing","S2542","Sugar (Raw Equivalent)","2012","2012","1000 t","21","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5170","Residuals","S2542","Sugar (Raw Equivalent)","2012","2012","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5142","Food","S2542","Sugar (Raw Equivalent)","2012","2012","1000 t","5249","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","645","Food supply quantity (kg/capita/yr)","S2542","Sugar (Raw Equivalent)","2012","2012","kg/cap","25.28","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","664","Food supply (kcal/capita/day)","S2542","Sugar (Raw Equivalent)","2012","2012","kcal/cap/d","254.31","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","661","Food supply (kcal)","S2542","Sugar (Raw Equivalent)","2012","2012","million Kcal","19276450.88","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","674","Protein supply quantity (g/capita/day)","S2542","Sugar (Raw Equivalent)","2012","2012","g/cap/d","0.02","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","671","Protein supply quantity (t)","S2542","Sugar (Raw Equivalent)","2012","2012","t","1471.23","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","684","Fat supply quantity (g/capita/day)","S2542","Sugar (Raw Equivalent)","2012","2012","g/cap/d","0.07","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","681","Fat supply quantity (t)","S2542","Sugar (Raw Equivalent)","2012","2012","t","5287.59","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5511","Production","S2542","Sugar (Raw Equivalent)","2013","2013","1000 t","5642","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5611","Import quantity","S2542","Sugar (Raw Equivalent)","2013","2013","1000 t","14","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5072","Stock Variation","S2542","Sugar (Raw Equivalent)","2013","2013","1000 t","356","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5911","Export quantity","S2542","Sugar (Raw Equivalent)","2013","2013","1000 t","1165","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5301","Domestic supply quantity","S2542","Sugar (Raw Equivalent)","2013","2013","1000 t","4136","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5131","Processing","S2542","Sugar (Raw Equivalent)","2013","2013","1000 t","16","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5170","Residuals","S2542","Sugar (Raw Equivalent)","2013","2013","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5142","Food","S2542","Sugar (Raw Equivalent)","2013","2013","1000 t","4119","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","645","Food supply quantity (kg/capita/yr)","S2542","Sugar (Raw Equivalent)","2013","2013","kg/cap","19.52","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","664","Food supply (kcal/capita/day)","S2542","Sugar (Raw Equivalent)","2013","2013","kcal/cap/d","196.35","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","661","Food supply (kcal)","S2542","Sugar (Raw Equivalent)","2013","2013","million Kcal","15127495.82","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","674","Protein supply quantity (g/capita/day)","S2542","Sugar (Raw Equivalent)","2013","2013","g/cap/d","0.01","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","671","Protein supply quantity (t)","S2542","Sugar (Raw Equivalent)","2013","2013","t","864.97","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","684","Fat supply quantity (g/capita/day)","S2542","Sugar (Raw Equivalent)","2013","2013","g/cap/d","0.04","E","Estimated value",""
