Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FBS","Food Balances (2010-)","586","Pakistan","684","Fat supply quantity (g/capita/day)","S2580","Olive Oil","2012","2012","g/cap/d","0.03","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","681","Fat supply quantity (t)","S2580","Olive Oil","2012","2012","t","1916.93","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5511","Production","S2580","Olive Oil","2013","2013","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5611","Import quantity","S2580","Olive Oil","2013","2013","1000 t","2","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5072","Stock Variation","S2580","Olive Oil","2013","2013","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5911","Export quantity","S2580","Olive Oil","2013","2013","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5301","Domestic supply quantity","S2580","Olive Oil","2013","2013","1000 t","2","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5170","Residuals","S2580","Olive Oil","2013","2013","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5142","Food","S2580","Olive Oil","2013","2013","1000 t","2","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","645","Food supply quantity (kg/capita/yr)","S2580","Olive Oil","2013","2013","kg/cap","0.01","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","664","Food supply (kcal/capita/day)","S2580","Olive Oil","2013","2013","kcal/cap/d","0.2","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","661","Food supply (kcal)","S2580","Olive Oil","2013","2013","million Kcal","15033.09","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","674","Protein supply quantity (g/capita/day)","S2580","Olive Oil","2013","2013","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","671","Protein supply quantity (t)","S2580","Olive Oil","2013","2013","t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","684","Fat supply quantity (g/capita/day)","S2580","Olive Oil","2013","2013","g/cap/d","0.02","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","681","Fat supply quantity (t)","S2580","Olive Oil","2013","2013","t","1668.68","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5611","Import quantity","S2580","Olive Oil","2014","2014","1000 t","2","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5072","Stock Variation","S2580","Olive Oil","2014","2014","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5911","Export quantity","S2580","Olive Oil","2014","2014","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5301","Domestic supply quantity","S2580","Olive Oil","2014","2014","1000 t","2","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5170","Residuals","S2580","Olive Oil","2014","2014","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5142","Food","S2580","Olive Oil","2014","2014","1000 t","2","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","645","Food supply quantity (kg/capita/yr)","S2580","Olive Oil","2014","2014","kg/cap","0.01","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","664","Food supply (kcal/capita/day)","S2580","Olive Oil","2014","2014","kcal/cap/d","0.28","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","661","Food supply (kcal)","S2580","Olive Oil","2014","2014","million Kcal","21624.86","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","674","Protein supply quantity (g/capita/day)","S2580","Olive Oil","2014","2014","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","671","Protein supply quantity (t)","S2580","Olive Oil","2014","2014","t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","684","Fat supply quantity (g/capita/day)","S2580","Olive Oil","2014","2014","g/cap/d","0.03","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","681","Fat supply quantity (t)","S2580","Olive Oil","2014","2014","t","2400.36","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5611","Import quantity","S2580","Olive Oil","2015","2015","1000 t","3","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5072","Stock Variation","S2580","Olive Oil","2015","2015","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5911","Export quantity","S2580","Olive Oil","2015","2015","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5301","Domestic supply quantity","S2580","Olive Oil","2015","2015","1000 t","3","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5170","Residuals","S2580","Olive Oil","2015","2015","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5142","Food","S2580","Olive Oil","2015","2015","1000 t","3","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","645","Food supply quantity (kg/capita/yr)","S2580","Olive Oil","2015","2015","kg/cap","0.01","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","664","Food supply (kcal/capita/day)","S2580","Olive Oil","2015","2015","kcal/cap/d","0.31","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","661","Food supply (kcal)","S2580","Olive Oil","2015","2015","million Kcal","24277.12","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","674","Protein supply quantity (g/capita/day)","S2580","Olive Oil","2015","2015","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","671","Protein supply quantity (t)","S2580","Olive Oil","2015","2015","t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","684","Fat supply quantity (g/capita/day)","S2580","Olive Oil","2015","2015","g/cap/d","0.03","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","681","Fat supply quantity (t)","S2580","Olive Oil","2015","2015","t","2694.76","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5611","Import quantity","S2580","Olive Oil","2016","2016","1000 t","3","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5072","Stock Variation","S2580","Olive Oil","2016","2016","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5911","Export quantity","S2580","Olive Oil","2016","2016","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5301","Domestic supply quantity","S2580","Olive Oil","2016","2016","1000 t","3","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5170","Residuals","S2580","Olive Oil","2016","2016","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5142","Food","S2580","Olive Oil","2016","2016","1000 t","3","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","645","Food supply quantity (kg/capita/yr)","S2580","Olive Oil","2016","2016","kg/cap","0.01","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","664","Food supply (kcal/capita/day)","S2580","Olive Oil","2016","2016","kcal/cap/d","0.33","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","661","Food supply (kcal)","S2580","Olive Oil","2016","2016","million Kcal","26273.71","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","674","Protein supply quantity (g/capita/day)","S2580","Olive Oil","2016","2016","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","671","Protein supply quantity (t)","S2580","Olive Oil","2016","2016","t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","684","Fat supply quantity (g/capita/day)","S2580","Olive Oil","2016","2016","g/cap/d","0.04","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","681","Fat supply quantity (t)","S2580","Olive Oil","2016","2016","t","2916.41","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5611","Import quantity","S2580","Olive Oil","2017","2017","1000 t","3","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5072","Stock Variation","S2580","Olive Oil","2017","2017","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5911","Export quantity","S2580","Olive Oil","2017","2017","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5301","Domestic supply quantity","S2580","Olive Oil","2017","2017","1000 t","3","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5170","Residuals","S2580","Olive Oil","2017","2017","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5142","Food","S2580","Olive Oil","2017","2017","1000 t","3","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","645","Food supply quantity (kg/capita/yr)","S2580","Olive Oil","2017","2017","kg/cap","0.01","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","664","Food supply (kcal/capita/day)","S2580","Olive Oil","2017","2017","kcal/cap/d","0.36","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","661","Food supply (kcal)","S2580","Olive Oil","2017","2017","million Kcal","29425.49","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","674","Protein supply quantity (g/capita/day)","S2580","Olive Oil","2017","2017","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","671","Protein supply quantity (t)","S2580","Olive Oil","2017","2017","t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","684","Fat supply quantity (g/capita/day)","S2580","Olive Oil","2017","2017","g/cap/d","0.04","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","681","Fat supply quantity (t)","S2580","Olive Oil","2017","2017","t","3266.24","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5611","Import quantity","S2580","Olive Oil","2018","2018","1000 t","4","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5072","Stock Variation","S2580","Olive Oil","2018","2018","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5911","Export quantity","S2580","Olive Oil","2018","2018","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5301","Domestic supply quantity","S2580","Olive Oil","2018","2018","1000 t","4","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5170","Residuals","S2580","Olive Oil","2018","2018","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5142","Food","S2580","Olive Oil","2018","2018","1000 t","4","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","645","Food supply quantity (kg/capita/yr)","S2580","Olive Oil","2018","2018","kg/cap","0.02","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","664","Food supply (kcal/capita/day)","S2580","Olive Oil","2018","2018","kcal/cap/d","0.39","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","661","Food supply (kcal)","S2580","Olive Oil","2018","2018","million Kcal","32560.93","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","674","Protein supply quantity (g/capita/day)","S2580","Olive Oil","2018","2018","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","671","Protein supply quantity (t)","S2580","Olive Oil","2018","2018","t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","684","Fat supply quantity (g/capita/day)","S2580","Olive Oil","2018","2018","g/cap/d","0.04","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","681","Fat supply quantity (t)","S2580","Olive Oil","2018","2018","t","3614.27","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5611","Import quantity","S2580","Olive Oil","2019","2019","1000 t","4","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5072","Stock Variation","S2580","Olive Oil","2019","2019","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5911","Export quantity","S2580","Olive Oil","2019","2019","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5301","Domestic supply quantity","S2580","Olive Oil","2019","2019","1000 t","4","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5170","Residuals","S2580","Olive Oil","2019","2019","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5142","Food","S2580","Olive Oil","2019","2019","1000 t","4","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","645","Food supply quantity (kg/capita/yr)","S2580","Olive Oil","2019","2019","kg/cap","0.02","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","664","Food supply (kcal/capita/day)","S2580","Olive Oil","2019","2019","kcal/cap/d","0.43","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","661","Food supply (kcal)","S2580","Olive Oil","2019","2019","million Kcal","36200.44","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","674","Protein supply quantity (g/capita/day)","S2580","Olive Oil","2019","2019","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","671","Protein supply quantity (t)","S2580","Olive Oil","2019","2019","t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","684","Fat supply quantity (g/capita/day)","S2580","Olive Oil","2019","2019","g/cap/d","0.05","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","681","Fat supply quantity (t)","S2580","Olive Oil","2019","2019","t","4018.25","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5611","Import quantity","S2580","Olive Oil","2020","2020","1000 t","4","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5072","Stock Variation","S2580","Olive Oil","2020","2020","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5911","Export quantity","S2580","Olive Oil","2020","2020","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5301","Domestic supply quantity","S2580","Olive Oil","2020","2020","1000 t","4","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5170","Residuals","S2580","Olive Oil","2020","2020","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5142","Food","S2580","Olive Oil","2020","2020","1000 t","4","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","645","Food supply quantity (kg/capita/yr)","S2580","Olive Oil","2020","2020","kg/cap","0.02","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","664","Food supply (kcal/capita/day)","S2580","Olive Oil","2020","2020","kcal/cap/d","0.39","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","661","Food supply (kcal)","S2580","Olive Oil","2020","2020","million Kcal","33763.62","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","674","Protein supply quantity (g/capita/day)","S2580","Olive Oil","2020","2020","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","671","Protein supply quantity (t)","S2580","Olive Oil","2020","2020","t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","684","Fat supply quantity (g/capita/day)","S2580","Olive Oil","2020","2020","g/cap/d","0.04","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","681","Fat supply quantity (t)","S2580","Olive Oil","2020","2020","t","3747.78","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5611","Import quantity","S2580","Olive Oil","2021","2021","1000 t","4","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5072","Stock Variation","S2580","Olive Oil","2021","2021","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5911","Export quantity","S2580","Olive Oil","2021","2021","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5301","Domestic supply quantity","S2580","Olive Oil","2021","2021","1000 t","4","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5170","Residuals","S2580","Olive Oil","2021","2021","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5142","Food","S2580","Olive Oil","2021","2021","1000 t","4","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","645","Food supply quantity (kg/capita/yr)","S2580","Olive Oil","2021","2021","kg/cap","0.02","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","664","Food supply (kcal/capita/day)","S2580","Olive Oil","2021","2021","kcal/cap/d","0.46","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","661","Food supply (kcal)","S2580","Olive Oil","2021","2021","million Kcal","40205.84","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","674","Protein supply quantity (g/capita/day)","S2580","Olive Oil","2021","2021","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","671","Protein supply quantity (t)","S2580","Olive Oil","2021","2021","t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","684","Fat supply quantity (g/capita/day)","S2580","Olive Oil","2021","2021","g/cap/d","0.05","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","681","Fat supply quantity (t)","S2580","Olive Oil","2021","2021","t","4462.85","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5611","Import quantity","S2580","Olive Oil","2022","2022","1000 t","4","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5072","Stock Variation","S2580","Olive Oil","2022","2022","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5911","Export quantity","S2580","Olive Oil","2022","2022","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5301","Domestic supply quantity","S2580","Olive Oil","2022","2022","1000 t","4","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5170","Residuals","S2580","Olive Oil","2022","2022","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5142","Food","S2580","Olive Oil","2022","2022","1000 t","4","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","645","Food supply quantity (kg/capita/yr)","S2580","Olive Oil","2022","2022","kg/cap","0.02","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","664","Food supply (kcal/capita/day)","S2580","Olive Oil","2022","2022","kcal/cap/d","0.4","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","661","Food supply (kcal)","S2580","Olive Oil","2022","2022","million Kcal","35587.19","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","674","Protein supply quantity (g/capita/day)","S2580","Olive Oil","2022","2022","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","671","Protein supply quantity (t)","S2580","Olive Oil","2022","2022","t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","684","Fat supply quantity (g/capita/day)","S2580","Olive Oil","2022","2022","g/cap/d","0.04","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","681","Fat supply quantity (t)","S2580","Olive Oil","2022","2022","t","3950.19","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5611","Import quantity","S2580","Olive Oil","2023","2023","1000 t","2","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5072","Stock Variation","S2580","Olive Oil","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5911","Export quantity","S2580","Olive Oil","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5301","Domestic supply quantity","S2580","Olive Oil","2023","2023","1000 t","2","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5170","Residuals","S2580","Olive Oil","2023","2023","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5142","Food","S2580","Olive Oil","2023","2023","1000 t","2","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","645","Food supply quantity (kg/capita/yr)","S2580","Olive Oil","2023","2023","kg/cap","0.01","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","664","Food supply (kcal/capita/day)","S2580","Olive Oil","2023","2023","kcal/cap/d","0.22","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","661","Food supply (kcal)","S2580","Olive Oil","2023","2023","million Kcal","19815.52","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","674","Protein supply quantity (g/capita/day)","S2580","Olive Oil","2023","2023","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","671","Protein supply quantity (t)","S2580","Olive Oil","2023","2023","t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","684","Fat supply quantity (g/capita/day)","S2580","Olive Oil","2023","2023","g/cap/d","0.02","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","681","Fat supply quantity (t)","S2580","Olive Oil","2023","2023","t","2199.57","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5511","Production","S2581","Ricebran Oil","2010","2010","1000 t","4","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5072","Stock Variation","S2581","Ricebran Oil","2010","2010","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5301","Domestic supply quantity","S2581","Ricebran Oil","2010","2010","1000 t","4","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5170","Residuals","S2581","Ricebran Oil","2010","2010","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5142","Food","S2581","Ricebran Oil","2010","2010","1000 t","4","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","645","Food supply quantity (kg/capita/yr)","S2581","Ricebran Oil","2010","2010","kg/cap","0.02","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","664","Food supply (kcal/capita/day)","S2581","Ricebran Oil","2010","2010","kcal/cap/d","0.52","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","661","Food supply (kcal)","S2581","Ricebran Oil","2010","2010","million Kcal","37464.39","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","674","Protein supply quantity (g/capita/day)","S2581","Ricebran Oil","2010","2010","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","671","Protein supply quantity (t)","S2581","Ricebran Oil","2010","2010","t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","684","Fat supply quantity (g/capita/day)","S2581","Ricebran Oil","2010","2010","g/cap/d","0.06","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","681","Fat supply quantity (t)","S2581","Ricebran Oil","2010","2010","t","4162.71","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5511","Production","S2581","Ricebran Oil","2011","2011","1000 t","5","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5072","Stock Variation","S2581","Ricebran Oil","2011","2011","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5301","Domestic supply quantity","S2581","Ricebran Oil","2011","2011","1000 t","5","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5170","Residuals","S2581","Ricebran Oil","2011","2011","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5142","Food","S2581","Ricebran Oil","2011","2011","1000 t","5","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","645","Food supply quantity (kg/capita/yr)","S2581","Ricebran Oil","2011","2011","kg/cap","0.02","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","664","Food supply (kcal/capita/day)","S2581","Ricebran Oil","2011","2011","kcal/cap/d","0.58","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","661","Food supply (kcal)","S2581","Ricebran Oil","2011","2011","million Kcal","43291.89","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","674","Protein supply quantity (g/capita/day)","S2581","Ricebran Oil","2011","2011","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","671","Protein supply quantity (t)","S2581","Ricebran Oil","2011","2011","t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","684","Fat supply quantity (g/capita/day)","S2581","Ricebran Oil","2011","2011","g/cap/d","0.06","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","681","Fat supply quantity (t)","S2581","Ricebran Oil","2011","2011","t","4810.21","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5511","Production","S2581","Ricebran Oil","2012","2012","1000 t","4","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5072","Stock Variation","S2581","Ricebran Oil","2012","2012","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5301","Domestic supply quantity","S2581","Ricebran Oil","2012","2012","1000 t","4","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5170","Residuals","S2581","Ricebran Oil","2012","2012","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","5142","Food","S2581","Ricebran Oil","2012","2012","1000 t","4","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","645","Food supply quantity (kg/capita/yr)","S2581","Ricebran Oil","2012","2012","kg/cap","0.02","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","664","Food supply (kcal/capita/day)","S2581","Ricebran Oil","2012","2012","kcal/cap/d","0.51","E","Estimated value",""
"FBS","Food Balances (2010-)","586","Pakistan","661","Food supply (kcal)","S2581","Ricebran Oil","2012","2012","million Kcal","38918.79","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","586","Pakistan","674","Protein supply quantity (g/capita/day)","S2581","Ricebran Oil","2012","2012","g/cap/d","0","E","Estimated value",""
